sentence1,sentence2,score,source
"""Sir Galahad"" (a veces como ""Galaz""; en galés: ""Gwalchavad"") es un caballero de la Mesa Redonda del Rey Arturo y uno de los tres que alcanzaron el Grial en las leyendas artúricas.",Merlín profetiza que Galahad sobrepasaría a su padre en valor y lograría alcanzar el santo Grial.,0.2400,STS
"El ""Partido Socialista Laborista de América"" (""Socialist Labor Party of America"", SLP) es un partido marxista de los Estados Unidos.","Se fundó en 1876 con el nombre de ""Partido de los Trabajadores de América"" (Workingmen's Party of America), constituyendo el segundo partido socialista más antiguo del mundo.",0.4400,STS
"El profesor universitario y candidato del PAC, Luis Guillermo Solís, al que las encuestas situaban en cuarto lugar, se enfrentará el próximo 6 de abril a Johnny Araya, alcalde de San José durante 21 años y candidato del PLN, partido de corte socialdemócrata liderado tradicionalmente por el Premio Nobel de la Paz y expresidente Oscar Arias.","El profesor universitario y candidato del PAC, Luis Guillermo Solís, al que las encuestas situaban en cuarto lugar, se enfrentará a Johnny Araya, alcalde de San José durante 21 años y sucesor en el partido oficialista de la saliente Laura Chinchilla, la gobernante más impopular de la historia reciente del país. ",0.7600,STS
"Alvarado precisó que el volcán bajó su actividad con respecto al día anterior con explosiones entre “pequeñas a moderadas” con la generación de nubes de ceniza “más o menos continuas”. “Está activo, pero no tanto como en la tarde del sábado.","Tungurahua , 2 feb .- El volcán Tungurahua, situado en el centro andino de Ecuador, mantiene una actividad alta, caracterizada por la emanación de columnas de ceniza que se ha depositado en diversas poblaciones del centro y sur del país. ",0.4800,STS
"La ""Congregación Cristiana de los Testigos de Jehová"" (más conocida por el nombre de sus integrantes: ""Testigos de Jehová"") es una confesión religiosa con sede central en Brooklyn, Warwick y Wallkill, en el estado de Nueva York (Estados Unidos) fundada por Charles Taze Russell en 1878.","La organización de los testigos de Jehová (y la Sociedad Watchtower, principal entidad legal que utilizan) tiene su sede central en Brooklyn, Nueva York (Estados Unidos) desde donde su Cuerpo Gobernante supervisa la obra mundial.",0.6000,STS
"Su capital es la ciudad de San Salvador, y las ciudades de Santa Ana y San Miguel son también importantes centros urbanos del país.","Por otro lado, es la zona más densamente poblada del país, ya que allí se asientan importantes ciudades como lo son San Salvador, Santa Ana, y San Miguel.",0.5200,STS
"El Departamento de Justicia recaba información de miles de teléfonos móviles mediante dispositivos similares a antenas de telefonía celular colocados en avionetas, como parte de un programa creado para obtener datos de sospechosos.",De acuerdo con el diario estadounidense The Wall Street Journal el Departamento de Justicia de Estados Unidos esía a miles de usuarios y recaba información de teléfonos móviles mediante dispositivos que simulan ser antenas de telefonía celular colocadas en avionetas.,0.5600,STS
"Al menos once mujeres han muerto tras haberse sometido a una operación de ligadura de trompas en un campamento sanitario organizado por el Gobierno indio en el estado de Chhattisgarh, en el centro de India, según un nuevo balance recogido por la BBC.","Una joven de 22 años fue asesinada en un acto de canibalismo en la localidad galesa de Argoed y el supuesto autor murió al recibir disparos de un policía con una pistola Taser, informó hoy la cadena BBC.",0.1600,STS
"La liberación ha sido el resultado de los contactos mantenidos por el director de la Inteligencia Nacional estadounidense, James Clapper, con las autoridades del régimen estalinista.","Ya están de camino a casa acompañados por el director Nacional de Inteligencia de Estados Unidos, James Clapper.",0.4400,STS
"De esta manera, el juez cumple con el proceso establecido, ya que la sección cuarta de la Sala de lo Penal de la Audiencia Nacional le instó en noviembre pasado a que cursara las ordenes de detención de los cinco.","De esta manera, el juez acata la orden de la sección cuarta de la Sala de lo Penal de la Audiencia Nacional, que el pasado noviembre instó a Moreno a que cursara las órdenes de detención de los cinco en contra de la opinión del propio magistrado, quien hasta hoy no había dado curso a este mandato del tribunal.",0.7200,STS
"El andamio es inestable, los empleados están suspendidos en el piso 69 y se observa que cuelgan en un ángulo inestable, de acuerdo a las imágenes que surgieron de la escena.","Los trabajadores están colgando en un ángulo de 65 grados, de acuerdo con la policía de Nueva York.",0.5200,STS
"""El frente de la tormenta se encuentra a la izquierda de la imagen, donde se puede distinguir una mayor turbulencia representada en color blanco.","La sonda Cassini midió la temperatura de la tormenta, y detectó un rápido incremento cuando se empezó a liberar energía en la atmósfera: ""La tormenta creció tanto que si se encontrase en la Tierra cubriría toda Europa.",0.3200,STS
"La superficie de Colombia es de 2.129.748 km², de los cuales 1.141.748 km² corresponden a su territorio continental y los restantes 988.000 km² a su extensión marítima,",El área total de Colombia es de 2.129 748 km² conformados por el territorio continental y las aguas marítimas.,0.7200,STS
"La Dreamcast es la sucesora de la Sega Saturn y fue lanzada al mercado para ganar terreno a la Playstation de Sony y la Nintendo 64 de Nintendo, y competir con los sistemas sucesores a estos.","En 1995, Camelot se separa oficialmente de Sega firmando un acuerdo por el cual la empresa seguiría con el desarrollo de títulos de la saga Shining para las plataformas de Sega, sin lanzar juegos para las demás consolas que pudieran perjudicar a esta franquicia.",0.2400,STS
"""Gopher"" es un servicio de Internet consistente en el acceso a la información a través de menús.","En gran medida acceder a un servidor de Gopher es parecido a utilizar un sitio FTP , ya que la información se presenta en menús que contienen archivos y carpetas.",0.5200,STS
Dijo que su objetivo es actualizar una autorización diseñada contra al-Qaida para hacerla más aplicable a la actual misión contra el grupo Estado Islámico en Irak y Siria.,Obama agregó que es demasiado pronto para decir si Estados Unidos y sus aliados están ganando su lucha contra el grupo Estado Islámico en Irak y Siria.,0.2400,STS
"Estas detenciones son producto de un operativo realizado el sábado, cuando las fuerzas federales trabajaron por primera vez de manera conjunta con milicianos que en enero firmaron un acuerdo con el gobierno federal y se enrolaron en las institucionales Defensas Rurales del Ejército.","Fue la primera vez que realizaron un operativo hombro a hombro con milicianos, que en enero firmaron un acuerdo con el Gobierno y se alistaron en las institucionales Defensas Rurales del Ejército.",0.4800,STS
"La ""libertad condicional"" es una medida alternativa a una pena privativa de libertad, como la prisión o el arresto domiciliario, que contemplan los ordenamientos jurídicos de algunos países, y que es posible imponer en la sentencia cuando se cumplen ciertos requisitos establecidos en la ley, que le permite al condenado por un delito cumplir su sanción penal en libertad, aunque sujeto a ciertas obligaciones o bajo ciertas condiciones, por ejemplo, no cometer nuevos delitos o faltas.","Del mismo modo, esta figura es contemplada en ciertos sistemas legales como una medida de rehabilitación, que le permite al condenado, tras cumplir una cierta proporción de la pena impuesta y otros requisitos, terminar su condena en libertad, aunque sujeto a ciertas condiciones.",0.4400,STS
"La institución del país del europeo, justificó el sacrificio argumentando que fue una decisión para ""evitar futuros problemas de consanguinidad porque el objetivo del zoo es asegurarse que los mejores genes pasan a las generaciones venideras, preservándose así a largo plazo la supervivencia de las especies que acogen"", cita ABC.es., a pesar de los denuncias y campañas online de defensores de los animales y las ofertas de otros zoo para recibir a Marius. ","La dirección de la institución ha defendido que Marius, de dos años, debía ser sacrificada porque el objetivo del zoo es asegurarse que los mejores genes pasan a las generaciones venideras, preservándose así a largo plazo la supervivencia de las especies que acogen.",0.7200,STS
"Los dos últimos estadounidenses prisioneros en Corea del Norte, liberados gracias a una misión secreta sin precedentes en Pyongyang del jefe de inteligencia estadounidense, llegaron la noche del sábado a Estados Unidos. ","Horas más tarde, el presidente estadounidense, Barack Obama, dio la bienvenida a la liberación de los dos ciudadanos estadounidenses y también enfatizó los esfuerzos del Director Nacional de Inteligencia por su implicación. “Es un día maravilloso para ellos y sus familias.",0.3200,STS
"El director general de la ESA, Jean-Jacques Dordain, calificó el aterrizaje de Philae sobre el cometa 67/P Churyumov-Gerasimenko como ""un gran paso para la civilización humana"".","La ESA y sus socios de la misión Rosetta han logrado algo extraordinario hoy"", ha dicho el director general de la ESA, Jean-Jacques Dordain, quien cree que la se ha ""asegurado un lugar en los libros de historia"" por ser los primeros en orbitar un cometa y aterrizar sobre él.",0.4800,STS
"En informática, un ""disco duro"" o ""disco rígido"" (en inglés ""Hard Disk Drive"", HDD) es un dispositivo de almacenamiento de datos no volátil que emplea un sistema de grabación magnética para almacenar datos digitales.","Una ""unidad de estado sólido "" o ""SSD"" (acrónimo en inglés de ""solid-state drive"") es un dispositivo de almacenamiento de datos que puede estar construido con memoria no volátil o con memoria volátil.",0.4000,STS
"La ""Historia de América"" es la historia colectiva de los pueblos del continente americano, incluidas las Antillas y demás islas próximas.","En la Prehistoria americana, la Cultura Clovis (de hace 13.500 años aproximadamente), es la que más restos arqueológicos deja y la que permite darse una idea de la intensa actividad de los pueblos de cazadores y recolectores que poblaron en el continente.",0.2000,STS
"""José Basco y Vargas"" (Ronda 1733-1805) fue Gobernador y Capitán General de las Islas Filipinas.",Su labor de gobierno ha sido reputada como una de las más brillantes en la Historia de la Gobernación y Capitanía General de las Islas Filipinas.,0.2800,STS
"""La ciudad de Nueva York es el hogar de todos los que vivimos aquí.","Majuro — El náufrago José Salvador Alvarenga estaba listo para emprender vuelo este lunes en las Islas Marshall rumbo a El Salvador después de recibir la autorización médica para el viaje, indicó una fuente cercana al caso.",0.0000,STS
"Stroesner vivió asilado en Brasil 17 años, desde el golpe del 3 de febrero de 1989, encabezado por su consuegro, el general Andrés Rodríguez, hasta su muerte en 2006.","Los héroes, en el acto del Congreso, fueron los ex militares que participaron en el golpe de Estado que defenestró a Stroessner, urdido por su consuegro, el general Andrés Rodríguez.",0.3200,STS
"El miércoles 12 de marzo de 1986 se celebró en España un controvertido ""referéndum sobre la permanencia de España en la OTAN"", a la que pertenecía desde el 30 de mayo de 1982.",El presidente de la plataforma cívica que propugnaba el «no» al ingreso de España en la OTAN fue el escritor Antonio Gala.,0.3600,STS
"En teoría de autómatas y lógica secuencial, una ""tabla de transición de estados"" es una tabla que muestra qué estado se moverá un autómata finito dado, basándose en el estado actual y otras entradas.","Cuando se trata de un autómata finito no determinista, entonces la tabla de transición muestra todos los estados que se moverá el autómata.",0.4000,STS
Las Autoridades pidieron a los vecinos no salir de casa hasta que el felino sea atrapado.,Un tigre se escapó y merodea las inmediaciones del parque de Disneyland en París y las autoridades ordenaron a los habitantes de tres poblaciones que no salgan de sus casas.,0.4000,STS
"Aprovechando que esta Alianza Transpacífica se ha quedado estancada por las diferencias comerciales entre EE.UU. y Japón, China está impulsando su propia Área de Libre Comercio.",EE.UU. y China se van a disputar el rol rector en el Área de Libre Comercio.,0.5200,STS
"Sin embargo, el argumento del grave impacto macroeconómico que podía tener entrar en una renegociación con la UE no fue suficiente para calmar los temores de la población.","El alcalde de Nueva York, Bill de Blasio en un mensaje ofrecido este lunes.",0.0000,STS
"El presidente Santos anunció que países como Finlandia, Singapur, Israel y Marruecos han manifestado su intención de participar como observadores de la Alianza del Pacífico.","El juez de la Audiencia Nacional española Ismael Moreno considera a Jiang, de 87 años actualmente, responsable de esos delitos por su papel de ""autoridad de supervisión"" sobre quienes los cometieron directamente contra la población tibetana.",0.0000,STS
"Una encuesta divulgada en la jornada por el diario El Tiempo y la emisora La W reveló que entre ocho distintos candidatos, Santos lleva la ventaja con 24,4% de la intención de voto, seguido de lejos en segundo lugar por la aspirante del partido Conservador, la exministra de defensa Marta Lucía Ramírez con 7,7% y en tercer lugar el exministro de Hacienda Oscar Iván Zuluaga, con 7,6%.","Juan Manuel Santos sigue liderando la intención de voto de los colombianos, pero esta vez la segunda opción de gobierno sería para la candidata Marta Lucía Ramírez que contaría con un 7,7% de la intención de voto.",0.4800,STS
"La escritura decimal de un número racional es, o bien un número decimal finito, o bien periódico.","El ""valor decimal"" de un número racional, es simplemente el resultado de dividir el numerador entre el denominador.",0.4800,STS
"Dos de sus ramas, la casa de Manrique de Lara (duques de Nájera y marqueses de Aguilar de Campoo), tiene rango de Grandes de España de la primera antigüedad.","La casa de Manrique de Lara ostentó algunos de los más importantes títulos de Castilla como los de duque de Nájera y marqués de Aguilar de Campoo, todos ellos en posesión de la Grandeza de España.",0.4000,STS
"El ""Cabernet Franc"" es una variedad de vid negra, de las más conocidas en todo el mundo.","El más conocido es el que ataca a la vid, provocado por ""Plasmopara viticola"", pero existen otras plantas que también sufren el mildiu, como la cebolla, la patata, el tomate, etc. Otra especie es el mildiu de la espinaca, ""Peronospora farinosa"".",0.1600,STS
"Horas antes de este ataque, un palestino de 17 años apuñaló al sargento israelí Almog Shilony, de 20 años, cerca de una estación ferroviaria de Tel Aviv.","Pocas horas antes, otro palestino había herido de gravedad a un soldado israelí de 20 años con un cuchillo en la estación de tren Hagana, situada en el sur de Tel Aviv.",0.6000,STS
"El ""Proterozoico"", una división de la escala temporal geológica, es un eón geológico perteneciente al Precámbrico que abarca desde hace 2.500 millones de años hasta hace 542 millones de años, durando 1958 millones de años,0 ± 1,0 millones de años.","Es la rama de la lingüística que estudia la producción y percepción de los sonidos de una lengua con respecto a sus manifestaciones ""físicas"".",0.0800,STS
"Antes del encuentro, el presidente uruguayo había adelantado su intención de aprovechar la cita para mantener contactos tanto con representantes de la guerrilla como con su homólogo colombiano, Juan Manuel Santos, que también participó en la cumbre pero que finalmente no se reunió con Mujica. ","Antes de ese evento, el presidente uruguayo, exguerrillero tupamaro, ha había adelantado su intención de aprovechar su viaje a Cuba para mantener contactos tanto con representantes de la guerrilla como con su homólogo colombiano, Juan Manuel Santos, que también participó en la cumbre, pero quien finalmente no se reunió con Mujica.",0.7600,STS
"La odisea de Alvarenga, que parece salida del ""Relato de un náufrago"" de Gabriel García Márquez, suscita desde hace más de una semana un gran interés en todo el mundo.","Un año después, García Márquez publicó en el mismo diario Relato de un náufrago, una serie de catorce crónicas sobre el naufragio del destructor A. R. C. Caldas, basándose en entrevistas con Luis Alejandro Velasco, joven marinero que sobrevivió al naufragio. ",0.4000,STS
"Una vez que estés en ajustes, solo debes pulsar en 'Info de cuenta' y, ahí, en 'Privacidad'.","Una vez instalada, lo único que hay que hacer es dirigirse a Ajustes y entrar en la pestaña de Privacidad.",0.6800,STS
"En particular, Rosetta investiga el papel que puedan haber jugado los cometas a la hora de traer el agua a la tierra, y quizás incluso la vida.",Rosetta ayudará a descubrir si los cometas intervinieron en la formación de vida en la Tierra.,0.4800,STS
"La ""romanización del griego"" es la representación de textos escritos en alfabeto griego utilizando el alfabeto latino.","La transliteración consiste en trasladar el alfabeto griego al alfabeto latino grafema a grafema, de modo que se pueda recuperar la grafía original a partir del texto transliterado.",0.4000,STS
"EE.UU. había ofrecido enviar a su delegado para Corea del Norte, Robert King, para negociar la liberación de Bae y han expresado su pesar por la resolución, ""estamos profundamente decepcionados por la la decisión de Corea del Norte - que por segunda vez - ha anulado su invitación para viajar a Pyongyang a King para discutir la liberación de Kenneth Bae"".","""Estamos muy decepcionados por la decisión de Corea del Norte de cancelar por segunda vez la invitación a King para que viaje a Pyongyang para discutir la liberación de Bae"", han indicado estas fuentes.",0.7200,STS
"""Ribeiro"" es una de las cinco denominaciones de origen de vinos existentes en Galicia.","Las Ordenanzas de Ribadavia (1579),reconocidas por la Oficina de Propiedad Intelectual, son el origen de las actuales Denominaciones de Origen españolas.",0.0800,STS
"Nada había en su agenda de la supuesta reunión con los representantes argentinos ante la Organización Internacional del Trabajo : el ministro de Trabajo de la Nación, Carlos Tomada; el vicepresidente de la Unión Industrial Argentina , Daniel Funes de Rioja, y el titular de la Unión Obrera de la Construcción de la República Argentina , Gerardo Martínez.","Entre los participantes figuran el ministro de Trabajo, Carlos Tomada, el presidente de la Unión Industrial Argentina, Héctor Méndez, el vicepresidente, Daniel Funes de Rioja, y el secretario general de la Uocra , Gerardo Martínez.",0.6400,STS
"Ocho mujeres murieron y otras cuatro se encuentran en estado crítico tras someterse a cirugías de esterilización en un campamento de planificación familiar gubernamental en el centro de la India, informó hoy a Efe una fuente oficial.","Al menos 11 mujeres han muerto y más de 60 permanecen hospitalizadas, 14 en estado crítico, tras someterse a una cirugía de trompas, en el marco de una campaña de esterilización voluntaria en el estado de Chhattisgarh, en el centro de India.",0.5200,STS
"La Iglesia de Jesucristo de los Santos de los Últimos Días, que oficialmente desaprobó la poligamia a finales del siglo XIX, había intentado por años mostrar a Smith como un leal esposo a su mujer Emma.","La Iglesia de Jesucristo de los Santos de los Últimos Días ha intentado encubrir aspectos de su historia, como la poligamia practicada por Smith y Brigham Young, quien colaboró en la fundación de la ciudad Salt Lake City, en Utah, donde se ubica la sede central de la institución.",0.5600,STS
"Andrade fue ingresado en la UCI del Hospital de Souza Aguiar, en el centro de Río de Janeiro, por una lesión en el cráneo.","Andrade, quien permanece internado en el Centro de Tratamiento Intensivo del Hospital Municipal Souza Aguiar, había sido sometido el pasado viernes a una operación de urgencia tras ingresar en estado de coma.",0.6800,STS
"En sentido contrario, apunta el estudio de PEW, el 9% de los latinoamericanos dice haber sido criado como protestante, pero en la edad adulta el 19% de ellos se reconoce en una de sus denominaciones, dejando al descubierto la transición de una iglesia a otra.","En el sondeo, el 84% dice haber sido criado en el catolicismo, 15 puntos más que los que ahora se identifican con esa religión.",0.2800,STS
"El automotor que se volcó transportaba personal del distrito. Hay treinta personas heridas y ninguna víctima mortal, confirmaron los Bomberos de Bogotá.","Según el reporte del Cuerpo Oficial de Bomberos, el bus de turismo accidentado, afiliado a la empresa Renetur S.A., de placas TTP 373, llevaba a un grupo de funcionarios del Distrito de entre 50 y 60 años de edad de la Secretaría de Integración Social, Idipron, la Contraloría Distrital, Movilidad y Catastro.",0.4000,STS
"En caso que no se acompañe el término ""día"" con otro vocablo, debe entenderse como día solar medio, base del tiempo civil, que se divide en 24 horas, de 60 minutos, de 60 segundos, y dura, por tanto, 86.400 segundos","A efectos prácticos se maneja el concepto de día solar medio, que tiene una duración de 24 horas, o lo que es lo mismo, 86.400 segundos.",0.6400,STS
"La ""partitocracia"" o ""partidocracia"" se trata de un neologismo empleado para definir la burocracia de los partidos políticos.","Partiendo de la base de que los partidos son un mal necesario, los ciudadanos se van apartando de ellos y buscan otros cauces para intervenir, lo que lleva a la creación de los llamados ""grupos de presión"".",0.2400,STS
La autoridad regional manifestó que el hecho se produjo durante la noche del sábado y que como parte de las tareas de atención a los afectados se albergó a diez familias en carpas con la respectiva provisión de vituallas.,"Por su parte, la oficina de información de la alcaldía del municipio, explicó que el alud se registró la noche del sábado en la pequeña comunidad campesina de Chullpacasa Chico, cerca del poblado de Morochata, en las estribaciones de la Cordillera de los Andes en la capital de Cochabamba.",0.3600,STS
"El protocolo de Minsk fue firmado por los representantes de Ucrania, Rusia, y las autoproclamadas repúblicas populares de Donetsk y Lugansk bajo los auspicios de la OSCE.",Los estadistas se manifestaron en contra del diálogo con los representantes de las denominadas repúblicas populares de Donetsk y de Lugansk. ,0.2400,STS
"En física, la ""teoría de campos"" describe el conjunto de principios y técnicas matemáticas que permiten estudiar la dinámica y distribución espacial de los campos físicos.",La teoría de campos fue desarrollada en el contexto de la mecánica clásica durante el siglo XIX para describir tanto al campo gravitatorio y el campo eléctrico como otras formas de materia continuas como son los fluidos.,0.4800,STS
"La ""prueba del espejo"", aplicada con animales, es una medida de consciencia de sí mismo desarrollada por Gordon Gallup Jr en 1970.","La prueba fue desarrollada por Gordon Gallup Jr. en 1970, basándose en parte en observaciones hechas por Charles Darwin.",0.6000,STS
"Los comunicados indicaron que China y Japón también ""reconocieron que existen posiciones diferentes entre ellos"" sobre las tensiones por las islas en el Mar de China Meridional y acordaron establecer un mecanismo de manejo de crisis para evitar ""contingencias"".","También manifiestan conocer las diferencias existentes en cuanto a la soberanía de islas en el Mar de China Meridional y Oriental, y acuerdan ""prevenir la escalada de tensiones a través del diálogo y la consulta"" así como establecer ""mecanismos de gestión de crisis para evitar contingencias"".",0.6000,STS
"La cifra sobre la herencia de Mandela es estimativa, ya que excluye los beneficios que derivados de los derechos de imagen, explicó el juez Dikgang Moseneke, uno de los tres custodios del testamento, de 40 páginas.","Además de a su familia, Mandela lega parte de su patrimonio a sus colaboradores más cercanos, a las instituciones educativas por las que pasó y a su partido, el gubernamental Congreso Nacional Africano .",0.3600,STS
"""Guerrero"" es uno de los 31 estados que junto con el Distrito Federal conforman las 32 entidades federativas de México.","Como artesanía, la alfarería en el estado de Guerrero es uno de los recursos culturales más comunes y utilizado en el diario vivir de los pobladores, como ollas, vasijas, jarros, candeleros.",0.2400,STS
"""JPEG"" (del inglés ""Joint Photographic Experts Group"", Grupo Conjunto de Expertos en Fotografía) es el nombre de un comité de expertos que creó un estándar de compresión y codificación de archivos e imágenes fijas.",El formato JPEG utiliza habitualmente un algoritmo de compresión con pérdida para reducir el tamaño de los archivos de imágenes.,0.6000,STS
"Sturgeon, hasta ahora ""número dos"" del SNP, ha sido declarada oficialmente este viernes líder en el comienzo del congreso anual de la formación que se celebra en la ciudad escocesa de Perth.",La que era hasta ahora número dos de la formación independentista sustituye en el puesto a Alex Salmond.,0.2000,STS
"Según medios ucranianos, activistas del “Euromaidán” se habrían manifestado con este objeto en alusión a la leyenda urbana que indica que el mandatario posee un retrete dorado en su residencia en de Mezhigorie.","Activistas del Euromaidán y estudiantes lo habrían colocado allí en alusión a la leyenda urbana que señala que el presidente, Víktor Yanukóvich, tiene un retrete de oro en su residencia de Mezhigorie.",0.6400,STS
"Las memorias de computadora proporcionan una de las principales funciones de la computación moderna, la retención o almacenamiento de información.","La ""lógica"" es una ciencia formal que estudia los principios de la demostración e inferencia válida.",0.0800,STS
"En conferencia de prensa en Johannesburgo, en un acto organizado por la Corte Constitucional de Sudáfrica , se dieron a conocer las actas de voluntad y el testamento del máximo líder antiapartheid, quien legó su patrimonio a su familia, colaboradores más cercanos, escuelas donde estudio y al Congreso Nacional Africano .","Tras una lectura pública del testamento, Mandela lega parte de su patrimonio además de a su familia, a sus organizaciones benéficas, a sus colaboradores más cercanos y a su partido, el Congreso Nacional Africano .",0.4000,STS
"En respuesta a esas inquietudes, el jefe de la OIEA, Ali Akbar Salehi, afirmó esta semana que Irán está dispuesto a ""hacer algunas modificaciones en los planes para producir menos plutonio"", aunque repitió que Arak es un reactor de investigación.","El jefe de la OIEA, Ali Akbar Salehi, afirmó esta semana que Irán estaría dispuesto a realizar ""algunas modificaciones en los planos para producir menos plutonio"", si bien insistió que se trata de un reactor de investigación.",0.7600,STS
"""Barinas"" es el municipio capital del Estado Barinas de Venezuela, integrado por 12 parroquias de las 56 del estado.","Al ser capital del estado de Barinas el municipio cuenta con algunas ventajas como el ser sede de tres grandes centros comerciales, de las principales sedes bancarias extranjeras, de los hoteles más lujosos de la ciudad.",0.3200,STS
"El ex líder soviético Mijail Gorbachov, uno de los grandes responsables de la apertura del Telón de Acero, quiere interceder a favor del presidente ruso, Vladimir Putin, en su encuentro con la canciller alemana, Angela Merkel, con motivo del 25 aniversario de la caída del Muro de Berlín.","El último dirigente soviético, Mijail Gorbachov, anunció este jueves que defenderá la gestión del presidente ruso Vladimir Putin en el conflicto ucraniano cuando viaje a Alemania con motivo de los 25 años de la conmemoración de la caída del Muro de Berlín. ",0.6800,STS
"Ha sido el propio Dong Nguyen, el desarrollador vietnamita y padre de Flappy Bird, quien se ha encargado de anunciarlo a través de su cuenta en la red social Twitter.",Y Flappy Bird cumple esto a rajatabla y se ha convertido en el juego de moda.,0.3200,STS
"Miller, un joven californiano de 24 años, viajó como turista al país cuando fue detenido en abril y condenado en septiembre a seis años de cárcel con trabajos forzados, acusado de espionaje.","El joven de 24 años viajó como turista a Pyongyang y fue arrestado el pasado 26 de abril por su ""comportamiento agresivo"".",0.5600,STS
"El presidente avanzó el miércoles que pedirá a las cámaras una autorización concreta para la ofensiva militar contra el EI, algo que en septiembre no consideraba necesario.",El presidente Barack Obama le pidió al Congreso el miércoles que trabaje con él en una nueva autorización que reemplace aquella creada tras los ataques terroristas del 11 de septiembre del 2001 y permita usar la fuerza militar contra el grupo extremista Estado Islámico.,0.5200,STS
"Las raras veces en que Alvarenga apareció en público desde el viernes lo hizo rodeado de un grupo de voluntarios, que permanecen en su cuarto y le ayudan a cumplir su deseo de no hablar con la prensa sobre su odisea en el mar.","En los últimos días Alvarenga estuvo recluido en un hotel de Majuro, rodeado de medidas de seguridad y sin apenas contacto con el mundo exterior.",0.6000,STS
"Las autoridades de Bosnia y Herzegovina esperan para hoy que se celebren nuevas protestas ciudadanas, en medio de llamamientos políticos a convocar elecciones anticipadas, según informan los medios de comunicación locales.",¿Qué deberían hacer los políticos en Bosnia y Herzegovina para calmar los ánimos de los manifestantes?,0.4000,STS
"Un compilador es un programa que permite traducir el código fuente de un programa en lenguaje de alto nivel, a otro lenguaje de nivel inferior (típicamente lenguaje de máquina).",Surgió así por primera vez el concepto de un traductor como un programa que traducía un lenguaje a otro lenguaje.,0.3200,STS
"La festividad de san Valentín era celebrada por la Iglesia Católica Romana cada 14 de febrero hasta 1969 en el calendario litúrgico tradicional, cuando fue eliminada esta fecha del calendario postconciliar.",Un kilobit por segundo es una unidad de medida que se usa en telecomunicaciones e informática para calcular la velocidad de transferencia de información a través de una red.,0.0000,STS
"Además, la abogada, graduada de la Universidad de Harvard, supervisa los casos penales de Brooklyn, Staten Island, Queens y Long Island, en New York.","Pese a dirigir una de las oficinas de fiscal general más importantes del país, que abarca los distritos de Brooklyn, Queens, Staten Island y Long Island, Lynch evita siempre que puede los medios de comunicación y procura mantener un perfil bajo.",0.3600,STS
"Ese personal militar no tendrá un papel de combate, sino que su misión será entrenar, asesorar y ayudar a las Fuerzas de Seguridad iraquíes, incluidas las tropas kurdas.","Estas tropas no combatirán en el terreno y servirán “para entrenar, aconsejar y asistir las fuerzas de seguridad iraquíes, incluyendo las fuerzas kurdas”, añadió.",0.4400,STS
"Según la investigación, la SMSS 0313-6708 se encontraba a 6.000 años luz de la Tierra, lo que es considerado bastante cerca en términos astronómicos.","La estrella, bautizada como SMSS J031300.36-670839.3, se encuentra en la Vía Láctea a unos 6.000 años luz de la Tierra, una distancia que para Keller está ""relativamente cerca en términos astronómicos"".",0.5600,STS
"El creador del popular juego Flappy Bird Creator ha retirado la aplicación de las tiendas de App Store y Google Play, cumpliendo así con lo prometido este sábado de retirarlo en 24 horas.","El creador de Flappy Bird, Dong Nguyen, decidió este sábado eliminar el juego de las tiendas de aplicaciones App Store y Google Play.",0.7600,STS
"Utilizamos las fuerzas policiales, con sus equipos antimotines legales”, dijo Rangel Ávalos al referirse a la represión de las protestas que comenzaron en febrero de 2014.","Jens Modvig, relator para Venezuela, inició el 53° período de sesiones del organismo haciendo referencia a la represión durante las protestas que comenzaron en febrero de 2014.",0.3200,STS
"Las nevadas paralizaron los sistemas de transporte y provocaron la suspensión del servicio eléctrico en más de 48 mil hogares de Kanto, donde los termómetros marcan temperaturas por debajo de los cero grados.","Al menos 11 personas perdieron la vida y unas mil 250 más resultaron heridas por la tormenta de nieve que sacudía ayer desde hacía más de 48 horas el oriente de Japón, la más grave desde 1966 y que mantenía paralizados los sistemas de transporte.",0.3200,STS
"Se entiende por ""diálogo"" un género literario clásico que fue cultivado en la Grecia antigua y fue revitalizado en el Renacimiento por el Humanismo, sobre todo por Erasmo de Rotterdam y sus seguidores (erasmistas).",El diálogo literario se inscribe en el género de la literatura didáctica y fue cultivado en Grecia por el gran filósofo Sócrates como instrumento cognoscitivo para averiguar la verdad filosófica por medio del debate (dialéctica) en compañía de otros procedimientos como la ironía y la mayéutica.,0.2800,STS
"Los ""números hiperreales"" son una extensión del conjunto de los números reales que permiten entre otros formalizar algunas operaciones con infinitésimos, y probar algunos resultados clásicos del análisis real de manera más sencilla.",Los números reales convencionales son una realización posible de la llamada teoría de primer orden de los números reales.,0.2400,STS
