texto_machista,texto_inclusivo,nivel,subcategoria,pais,contexto,marcadores_linguisticos,explicacion
"Wn, está bien en hombres pero en mujeres no",El mismo estándar,micromachismos,dobles_estandares,Chile,calle,['está' 'bien' 'hombres' 'pero'],Estándar moral diferente por género
"No es femenino, fome",Sin importar el género,micromachismos,dobles_estandares,Chile,pareja,"['femenino,' 'fome']",Estándar moral diferente por género
Eso no es apropiado para mujeres,El mismo estándar,micromachismos,dobles_estandares,Chile,familia,['apropiado' 'para' 'mujeres'],Estándar moral diferente por género
"Fome, eso no es apropiado para mujeres",No hay diferencia por género,micromachismos,dobles_estandares,Chile,calle,"['fome,' 'apropiado' 'para' 'mujeres']",Estándar moral diferente por género
"Weón, eso lo hacen hombres, fome",Sin importar el género,micromachismos,dobles_estandares,Chile,educativo,"['weón,' 'hacen' 'hombres,' 'fome']",Estándar moral diferente por género
"No es femenino, pues",No hay diferencia por género,micromachismos,dobles_estandares,Chile,familia,"['femenino,' 'pues']",Estándar moral diferente por género
"Cachai, eso no es apropiado para mujeres, po",No hay diferencia por género,micromachismos,dobles_estandares,Chile,redes_sociales,"['cachai,' 'apropiado' 'para' 'mujeres,']",Estándar moral diferente por género
Un hombre ambicioso es exitoso una mujer egoísta,Sin importar el género,micromachismos,dobles_estandares,Chile,familia,['hombre' 'ambicioso' 'exitoso' 'mujer'],Estándar moral diferente por género
"Bacán, eso está bien para hombres bacán, porque",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,redes_sociales,"['bacán,' 'está' 'bien' 'para']",Estándar moral diferente por género
"Wn, eso no es de señoritas",La misma regla para todos,micromachismos,dobles_estandares,Chile,calle,['señoritas'],Estándar moral diferente por género
Eso está bien para hombres,La misma regla para todos,micromachismos,dobles_estandares,Chile,pareja,['está' 'bien' 'para' 'hombres'],Estándar moral diferente por género
"Un hombre seguro atractivo una mina agresiva, weón",La misma regla para todos,micromachismos,dobles_estandares,Chile,social,['hombre' 'seguro' 'atractivo' 'mina'],Estándar moral diferente por género
"Po, si un hombre sale tarde trabaja si una mujer, pues, vo",La misma regla para todos,micromachismos,dobles_estandares,Chile,social,['hombre' 'sale' 'tarde' 'trabaja'],Estándar moral diferente por género
"Una mujer no debería comportarse así, po, pues",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,citas,"['mujer' 'debería' 'comportarse' 'así,']",Estándar moral diferente por género
"Wn, un hombre ambicioso es exitoso una mujer egoísta, o sea",El mismo estándar,micromachismos,dobles_estandares,Chile,familia,['hombre' 'ambicioso' 'exitoso' 'mujer'],Estándar moral diferente por género
"Eso está bien para hombres, porque",El mismo estándar,micromachismos,dobles_estandares,Chile,familia,"['está' 'bien' 'para' 'hombres,']",Estándar moral diferente por género
"Weón, está bien en hombres pero en mujeres no cachai",Sin importar el género,micromachismos,dobles_estandares,Chile,familia,"['weón,' 'está' 'bien' 'hombres']",Estándar moral diferente por género
"Cachai, las mujeres deben cuidar su reputación po",Igualdad de criterios,micromachismos,dobles_estandares,Chile,redes_sociales,"['cachai,' 'mujeres' 'deben' 'cuidar']",Estándar moral diferente por género
"Las mujeres no deberían hablar así, ya que",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,educativo,"['mujeres' 'deberían' 'hablar' 'así,']",Estándar moral diferente por género
"Weón, los hombres pueden las nenaes no",Igualdad de criterios,micromachismos,dobles_estandares,Chile,pareja,"['weón,' 'hombres' 'pueden' 'nenaes']",Estándar moral diferente por género
"Vo, un hombre seguro atractivo una mujer agresiva, fome",El mismo estándar,micromachismos,dobles_estandares,Chile,redes_sociales,['hombre' 'seguro' 'atractivo' 'mujer'],Estándar moral diferente por género
"Bacán, eso está bien para hombres",Igualdad de criterios,micromachismos,dobles_estandares,Chile,social,"['bacán,' 'está' 'bien' 'para']",Estándar moral diferente por género
Eso no es apropiado para nenaes,La misma regla para todos,micromachismos,dobles_estandares,Chile,familia,['apropiado' 'para' 'nenaes'],Estándar moral diferente por género
"Fome, un hombre seguro atractivo una mujer agresiva, entonces",La misma regla para todos,micromachismos,dobles_estandares,Chile,social,"['fome,' 'hombre' 'seguro' 'atractivo']",Estándar moral diferente por género
"Las mujeres no deberían hablar así, fome",El mismo estándar,micromachismos,dobles_estandares,Chile,citas,"['mujeres' 'deberían' 'hablar' 'así,']",Estándar moral diferente por género
"Bacán, eso lo hacen hombres, ya que wn",La misma regla para todos,micromachismos,dobles_estandares,Chile,citas,"['bacán,' 'hacen' 'hombres,']",Estándar moral diferente por género
"Weón, las mujeres deberían ser discretas, bacán",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,pareja,"['weón,' 'mujeres' 'deberían' 'discretas,']",Estándar moral diferente por género
"Weón, una mujer no debería comportarse así",Sin importar el género,micromachismos,dobles_estandares,Chile,citas,"['weón,' 'mujer' 'debería' 'comportarse']",Estándar moral diferente por género
"Eso está bien para hombres, bacán",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,laboral,"['está' 'bien' 'para' 'hombres,']",Estándar moral diferente por género
"Vo, las mujeres no deberían hablar así",Sin importar el género,micromachismos,dobles_estandares,Chile,educativo,['mujeres' 'deberían' 'hablar'],Estándar moral diferente por género
"Weón, eso no es apropiado para morraes",No hay diferencia por género,micromachismos,dobles_estandares,Chile,redes_sociales,"['weón,' 'apropiado' 'para' 'morraes']",Estándar moral diferente por género
"Weón, un hombre ambicioso es exitoso una mujer egoísta",La misma regla para todos,micromachismos,dobles_estandares,Chile,familia,"['weón,' 'hombre' 'ambicioso' 'exitoso']",Estándar moral diferente por género
"Bacán, un hombre ambicioso es exitoso una mujer egoísta po",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,pareja,"['bacán,' 'hombre' 'ambicioso' 'exitoso']",Estándar moral diferente por género
Las mujeres deben cuidar su reputación,Igualdad de criterios,micromachismos,dobles_estandares,Chile,redes_sociales,['mujeres' 'deben' 'cuidar' 'reputación'],Estándar moral diferente por género
"No es femenino, weón",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,familia,"['femenino,' 'weón']",Estándar moral diferente por género
"Bacán, un hombre seguro atractivo una tipa agresiva",Sin importar el género,micromachismos,dobles_estandares,Chile,familia,"['bacán,' 'hombre' 'seguro' 'atractivo']",Estándar moral diferente por género
"Bacán, un hombre ambicioso es exitoso una tipa egoísta",Igualdad de criterios,micromachismos,dobles_estandares,Chile,educativo,"['bacán,' 'hombre' 'ambicioso' 'exitoso']",Estándar moral diferente por género
"Fome, eso está bien para hombres, así que",Sin importar el género,micromachismos,dobles_estandares,Chile,redes_sociales,"['fome,' 'está' 'bien' 'para']",Estándar moral diferente por género
"Si un hombre sale tarde trabaja si una mujer, bacán",Igualdad de criterios,micromachismos,dobles_estandares,Chile,educativo,['hombre' 'sale' 'tarde' 'trabaja'],Estándar moral diferente por género
"Vo, las mujeres deberían ser discretas, wn",Sin importar el género,micromachismos,dobles_estandares,Chile,citas,"['mujeres' 'deberían' 'discretas,']",Estándar moral diferente por género
"Las mujeres deberían ser discretas, porque, wn",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,social,"['mujeres' 'deberían' 'discretas,' 'porque,']",Estándar moral diferente por género
"Fome, eso no es de señoritas",Igualdad de criterios,micromachismos,dobles_estandares,Chile,laboral,"['fome,' 'señoritas']",Estándar moral diferente por género
"Weón, las mujeres no deberían hablar así, pues",La misma regla para todos,micromachismos,dobles_estandares,Chile,citas,"['weón,' 'mujeres' 'deberían' 'hablar']",Estándar moral diferente por género
Un hombre con experiencia interesante una mujer wn,Sin importar el género,micromachismos,dobles_estandares,Chile,citas,['hombre' 'experiencia' 'interesante' 'mujer'],Estándar moral diferente por género
"Bacán, las mujeres no deberían hablar así, así que",La misma regla para todos,micromachismos,dobles_estandares,Chile,pareja,"['bacán,' 'mujeres' 'deberían' 'hablar']",Estándar moral diferente por género
Está bien en hombres pero en mujeres no po,No hay diferencia por género,micromachismos,dobles_estandares,Chile,pareja,['está' 'bien' 'hombres' 'pero'],Estándar moral diferente por género
"Po, una mujer no debería comportarse así cachai",No hay diferencia por género,micromachismos,dobles_estandares,Chile,redes_sociales,['mujer' 'debería' 'comportarse' 'cachai'],Estándar moral diferente por género
"Weón, eso lo hacen hombres",Igualdad de criterios,micromachismos,dobles_estandares,Chile,laboral,"['weón,' 'hacen' 'hombres']",Estándar moral diferente por género
"Cachai, una mujer no debería comportarse así",La misma regla para todos,micromachismos,dobles_estandares,Chile,calle,"['cachai,' 'mujer' 'debería' 'comportarse']",Estándar moral diferente por género
"Wn, eso lo hacen hombres",Igualdad de criterios,micromachismos,dobles_estandares,Chile,social,['hacen' 'hombres'],Estándar moral diferente por género
Un hombre ambicioso es exitoso una nena egoísta,No hay diferencia por género,micromachismos,dobles_estandares,Chile,citas,['hombre' 'ambicioso' 'exitoso' 'nena'],Estándar moral diferente por género
Las morraes deberían ser discretas,Sin importar el género,micromachismos,dobles_estandares,Chile,redes_sociales,['morraes' 'deberían' 'discretas'],Estándar moral diferente por género
"Fome, una mujer no debería comportarse así wn",Sin importar el género,micromachismos,dobles_estandares,Chile,educativo,"['fome,' 'mujer' 'debería' 'comportarse']",Estándar moral diferente por género
"Bacán, un hombre ambicioso es exitoso una mujer egoísta, ya que",El mismo estándar,micromachismos,dobles_estandares,Chile,pareja,"['bacán,' 'hombre' 'ambicioso' 'exitoso']",Estándar moral diferente por género
"Las mujeres deberían ser discretas fome, así que",La misma regla para todos,micromachismos,dobles_estandares,Chile,pareja,"['mujeres' 'deberían' 'discretas' 'fome,']",Estándar moral diferente por género
"Wn, los hombres pueden las mujeres no",No hay diferencia por género,micromachismos,dobles_estandares,Chile,familia,['hombres' 'pueden' 'mujeres'],Estándar moral diferente por género
Eso no es apropiado para minaes,Sin importar el género,micromachismos,dobles_estandares,Chile,pareja,['apropiado' 'para' 'minaes'],Estándar moral diferente por género
"Wn, no es femenino",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,educativo,['femenino'],Estándar moral diferente por género
"Po, las mujeres deben cuidar su reputación, bacán",Sin importar el género,micromachismos,dobles_estandares,Chile,laboral,"['mujeres' 'deben' 'cuidar' 'reputación,']",Estándar moral diferente por género
"Po, eso no es de señoritas wn",Sin importar el género,micromachismos,dobles_estandares,Chile,citas,['señoritas'],Estándar moral diferente por género
"Weón, las tipaes deberían ser discretas",Igualdad de criterios,micromachismos,dobles_estandares,Chile,citas,"['weón,' 'tipaes' 'deberían' 'discretas']",Estándar moral diferente por género
"Un hombre con experiencia interesante una mina, wn",No hay diferencia por género,micromachismos,dobles_estandares,Chile,educativo,"['hombre' 'experiencia' 'interesante' 'mina,']",Estándar moral diferente por género
"Po, una mujer no debería comportarse así, mira",Sin importar el género,micromachismos,dobles_estandares,Chile,laboral,"['mujer' 'debería' 'comportarse' 'así,']",Estándar moral diferente por género
"Wn, eso está bien para hombres",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,redes_sociales,['está' 'bien' 'para' 'hombres'],Estándar moral diferente por género
"Weón, un hombre ambicioso es exitoso una mujer egoísta wn",El mismo estándar,micromachismos,dobles_estandares,Chile,familia,"['weón,' 'hombre' 'ambicioso' 'exitoso']",Estándar moral diferente por género
"Po, las mujeres no deberían hablar así weón",Igualdad de criterios,micromachismos,dobles_estandares,Chile,citas,['mujeres' 'deberían' 'hablar' 'weón'],Estándar moral diferente por género
Un hombre con experiencia interesante una mina,El mismo estándar,micromachismos,dobles_estandares,Chile,citas,['hombre' 'experiencia' 'interesante' 'mina'],Estándar moral diferente por género
"Cachai, las mujeres deberían ser discretas, vo",La misma regla para todos,micromachismos,dobles_estandares,Chile,citas,"['cachai,' 'mujeres' 'deberían' 'discretas,']",Estándar moral diferente por género
"Weón, eso no es apropiado para mujeres, wn",Sin importar el género,micromachismos,dobles_estandares,Chile,laboral,"['weón,' 'apropiado' 'para' 'mujeres,']",Estándar moral diferente por género
"Está bien en hombres pero en mujeres no, weón",Sin importar el género,micromachismos,dobles_estandares,Chile,redes_sociales,['está' 'bien' 'hombres' 'pero'],Estándar moral diferente por género
"No es femenino, mira",Sin importar el género,micromachismos,dobles_estandares,Chile,educativo,"['femenino,' 'mira']",Estándar moral diferente por género
"Bacán, las mujeres deben cuidar su reputación",Igualdad de criterios,micromachismos,dobles_estandares,Chile,citas,"['bacán,' 'mujeres' 'deben' 'cuidar']",Estándar moral diferente por género
Eso lo hacen hombres wn,La misma regla para todos,micromachismos,dobles_estandares,Chile,educativo,['hacen' 'hombres'],Estándar moral diferente por género
Está bien en hombres pero en mujeres no cachai,Sin importar el género,micromachismos,dobles_estandares,Chile,familia,['está' 'bien' 'hombres' 'pero'],Estándar moral diferente por género
"Vo, los hombres pueden las mujeres no",La misma regla para todos,micromachismos,dobles_estandares,Chile,laboral,['hombres' 'pueden' 'mujeres'],Estándar moral diferente por género
"Wn, un hombre ambicioso es exitoso una mujer egoísta",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,pareja,['hombre' 'ambicioso' 'exitoso' 'mujer'],Estándar moral diferente por género
"Wn, está bien en hombres pero en mujeres no, o sea vo",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,laboral,['está' 'bien' 'hombres' 'pero'],Estándar moral diferente por género
"Una mujer no debería comportarse así, fome",La misma regla para todos,micromachismos,dobles_estandares,Chile,calle,"['mujer' 'debería' 'comportarse' 'así,']",Estándar moral diferente por género
"Weón, eso está bien para hombres, weón",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,educativo,"['weón,' 'está' 'bien' 'para']",Estándar moral diferente por género
"Fome, un hombre ambicioso es exitoso una morra egoísta, wn",No hay diferencia por género,micromachismos,dobles_estandares,Chile,redes_sociales,"['fome,' 'hombre' 'ambicioso' 'exitoso']",Estándar moral diferente por género
Un hombre seguro atractivo una mujer agresiva po,Igualdad de criterios,micromachismos,dobles_estandares,Chile,redes_sociales,['hombre' 'seguro' 'atractivo' 'mujer'],Estándar moral diferente por género
"Eso está bien para hombres, pues",Igualdad de criterios,micromachismos,dobles_estandares,Chile,pareja,"['está' 'bien' 'para' 'hombres,']",Estándar moral diferente por género
"Weón, las mujeres no deberían hablar así po",Sin importar el género,micromachismos,dobles_estandares,Chile,laboral,"['weón,' 'mujeres' 'deberían' 'hablar']",Estándar moral diferente por género
"Las mujeres no deberían hablar así, así que",No hay diferencia por género,micromachismos,dobles_estandares,Chile,calle,"['mujeres' 'deberían' 'hablar' 'así,']",Estándar moral diferente por género
"Eso no es de señoritas, ya que",El mismo estándar,micromachismos,dobles_estandares,Chile,educativo,"['señoritas,']",Estándar moral diferente por género
"Cachai, los hombres pueden las mujeres no po",No hay diferencia por género,micromachismos,dobles_estandares,Chile,educativo,"['cachai,' 'hombres' 'pueden' 'mujeres']",Estándar moral diferente por género
"Fome, un hombre ambicioso es exitoso una mujer egoísta",No hay diferencia por género,micromachismos,dobles_estandares,Chile,redes_sociales,"['fome,' 'hombre' 'ambicioso' 'exitoso']",Estándar moral diferente por género
"Weón, un hombre seguro atractivo una mujer agresiva",La misma regla para todos,micromachismos,dobles_estandares,Chile,social,"['weón,' 'hombre' 'seguro' 'atractivo']",Estándar moral diferente por género
"Weón, las mujeres deberían ser discretas fome",No hay diferencia por género,micromachismos,dobles_estandares,Chile,laboral,"['weón,' 'mujeres' 'deberían' 'discretas']",Estándar moral diferente por género
"Eso lo hacen hombres, así que",Igualdad de criterios,micromachismos,dobles_estandares,Chile,pareja,"['hacen' 'hombres,']",Estándar moral diferente por género
"Wn, eso no es apropiado para tipaes, bacán",El mismo estándar,micromachismos,dobles_estandares,Chile,laboral,"['apropiado' 'para' 'tipaes,' 'bacán']",Estándar moral diferente por género
"Wn, las morraes deberían ser discretas, así que",Igualdad de criterios,micromachismos,dobles_estandares,Chile,pareja,"['morraes' 'deberían' 'discretas,']",Estándar moral diferente por género
"Bacán, está bien en hombres pero en morraes no",Sin importar el género,micromachismos,dobles_estandares,Chile,redes_sociales,"['bacán,' 'está' 'bien' 'hombres']",Estándar moral diferente por género
"Si un hombre sale tarde trabaja si una mujer, así que",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,educativo,['hombre' 'sale' 'tarde' 'trabaja'],Estándar moral diferente por género
"Fome, eso no es de señoritas wn",No hay diferencia por género,micromachismos,dobles_estandares,Chile,redes_sociales,"['fome,' 'señoritas']",Estándar moral diferente por género
"Fome, eso no es de señoritas cachai",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,citas,"['fome,' 'señoritas' 'cachai']",Estándar moral diferente por género
"Si un hombre sale tarde trabaja si una mujer, po, entonces",Sin importar el género,micromachismos,dobles_estandares,Chile,familia,['hombre' 'sale' 'tarde' 'trabaja'],Estándar moral diferente por género
"Vo, las mujeres deben cuidar su reputación",Igualdad de criterios,micromachismos,dobles_estandares,Chile,calle,['mujeres' 'deben' 'cuidar' 'reputación'],Estándar moral diferente por género
"Weón, está bien en hombres pero en mujeres no weón",El mismo estándar,micromachismos,dobles_estandares,Chile,citas,"['weón,' 'está' 'bien' 'hombres']",Estándar moral diferente por género
"Vo, eso lo hacen hombres cachai",No hay diferencia por género,micromachismos,dobles_estandares,Chile,redes_sociales,['hacen' 'hombres' 'cachai'],Estándar moral diferente por género
"Las mujeres deberían ser discretas, porque",El mismo estándar,micromachismos,dobles_estandares,Chile,calle,"['mujeres' 'deberían' 'discretas,' 'porque']",Estándar moral diferente por género
Las minaes no deberían hablar así,Sin importar el género,micromachismos,dobles_estandares,Chile,citas,['minaes' 'deberían' 'hablar'],Estándar moral diferente por género
"Un hombre seguro atractivo una mujer agresiva, bacán",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,redes_sociales,['hombre' 'seguro' 'atractivo' 'mujer'],Estándar moral diferente por género
"Bacán, un hombre seguro atractivo una mujer agresiva",Igualdad de criterios,micromachismos,dobles_estandares,Chile,redes_sociales,"['bacán,' 'hombre' 'seguro' 'atractivo']",Estándar moral diferente por género
Un hombre seguro atractivo una mujer agresiva vo,No hay diferencia por género,micromachismos,dobles_estandares,Chile,pareja,['hombre' 'seguro' 'atractivo' 'mujer'],Estándar moral diferente por género
"Fome, las mujeres deben cuidar su reputación, pues",No hay diferencia por género,micromachismos,dobles_estandares,Chile,laboral,"['fome,' 'mujeres' 'deben' 'cuidar']",Estándar moral diferente por género
"Las mujeres deben cuidar su reputación, vo",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,educativo,"['mujeres' 'deben' 'cuidar' 'reputación,']",Estándar moral diferente por género
"Bacán, está bien en hombres pero en mujeres no",La misma regla para todos,micromachismos,dobles_estandares,Chile,citas,"['bacán,' 'está' 'bien' 'hombres']",Estándar moral diferente por género
"Po, un hombre ambicioso es exitoso una mujer egoísta fome",Igualdad de criterios,micromachismos,dobles_estandares,Chile,familia,['hombre' 'ambicioso' 'exitoso' 'mujer'],Estándar moral diferente por género
"Un hombre seguro atractivo una mujer agresiva, así que",El mismo estándar,micromachismos,dobles_estandares,Chile,calle,['hombre' 'seguro' 'atractivo' 'mujer'],Estándar moral diferente por género
"Weón, eso no es de señoritas",Sin importar el género,micromachismos,dobles_estandares,Chile,familia,"['weón,' 'señoritas']",Estándar moral diferente por género
"Weón, eso no es apropiado para mujeres",La misma regla para todos,micromachismos,dobles_estandares,Chile,redes_sociales,"['weón,' 'apropiado' 'para' 'mujeres']",Estándar moral diferente por género
Los hombres pueden las mujeres no fome,Sin importar el género,micromachismos,dobles_estandares,Chile,citas,['hombres' 'pueden' 'mujeres' 'fome'],Estándar moral diferente por género
"Wn, una mujer no debería comportarse así",Igualdad de criterios,micromachismos,dobles_estandares,Chile,citas,['mujer' 'debería' 'comportarse'],Estándar moral diferente por género
"Fome, un hombre seguro atractivo una mina agresiva",Sin importar el género,micromachismos,dobles_estandares,Chile,calle,"['fome,' 'hombre' 'seguro' 'atractivo']",Estándar moral diferente por género
"Po, un hombre ambicioso es exitoso una mujer egoísta",Sin importar el género,micromachismos,dobles_estandares,Chile,citas,['hombre' 'ambicioso' 'exitoso' 'mujer'],Estándar moral diferente por género
Un hombre ambicioso es exitoso una chava egoísta,El mismo estándar,micromachismos,dobles_estandares,Chile,educativo,['hombre' 'ambicioso' 'exitoso' 'chava'],Estándar moral diferente por género
"Bacán, no es femenino, así que",El mismo estándar,micromachismos,dobles_estandares,Chile,educativo,"['bacán,' 'femenino,']",Estándar moral diferente por género
"No es femenino, wn",El mismo estándar,micromachismos,dobles_estandares,Chile,social,"['femenino,']",Estándar moral diferente por género
"Cachai, eso está bien para hombres, mira",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,social,"['cachai,' 'está' 'bien' 'para']",Estándar moral diferente por género
Un hombre seguro atractivo una mujer agresiva,No hay diferencia por género,micromachismos,dobles_estandares,Chile,educativo,['hombre' 'seguro' 'atractivo' 'mujer'],Estándar moral diferente por género
"Po, un hombre seguro atractivo una mujer agresiva",Igualdad de criterios,micromachismos,dobles_estandares,Chile,laboral,['hombre' 'seguro' 'atractivo' 'mujer'],Estándar moral diferente por género
"Bacán, si un hombre sale tarde trabaja si una mujer",Sin importar el género,micromachismos,dobles_estandares,Chile,educativo,"['bacán,' 'hombre' 'sale' 'tarde']",Estándar moral diferente por género
"Las mujeres deberían ser discretas, fome",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,pareja,"['mujeres' 'deberían' 'discretas,' 'fome']",Estándar moral diferente por género
"Eso lo hacen hombres, wn",No hay diferencia por género,micromachismos,dobles_estandares,Chile,citas,"['hacen' 'hombres,']",Estándar moral diferente por género
Un hombre seguro atractivo una mujer agresiva bacán,Sin importar el género,micromachismos,dobles_estandares,Chile,familia,['hombre' 'seguro' 'atractivo' 'mujer'],Estándar moral diferente por género
"Bacán, las chavaes deberían ser discretas",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,redes_sociales,"['bacán,' 'chavaes' 'deberían' 'discretas']",Estándar moral diferente por género
"Wn, si un hombre sale tarde trabaja si una mujer",El mismo estándar,micromachismos,dobles_estandares,Chile,citas,['hombre' 'sale' 'tarde' 'trabaja'],Estándar moral diferente por género
"Weón, las mujeres deben cuidar su reputación",El mismo estándar,micromachismos,dobles_estandares,Chile,laboral,"['weón,' 'mujeres' 'deben' 'cuidar']",Estándar moral diferente por género
"Los hombres pueden las mujeres no, vo",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,laboral,['hombres' 'pueden' 'mujeres'],Estándar moral diferente por género
Las chavaes deben cuidar su reputación,Sin importar el género,micromachismos,dobles_estandares,Chile,calle,['chavaes' 'deben' 'cuidar' 'reputación'],Estándar moral diferente por género
"Las tipaes deberían ser discretas, porque",La misma regla para todos,micromachismos,dobles_estandares,Chile,social,"['tipaes' 'deberían' 'discretas,' 'porque']",Estándar moral diferente por género
Los hombres pueden las mujeres no,El mismo estándar,micromachismos,dobles_estandares,Chile,familia,['hombres' 'pueden' 'mujeres'],Estándar moral diferente por género
"Fome, eso no es apropiado para nenaes",Sin importar el género,micromachismos,dobles_estandares,Chile,familia,"['fome,' 'apropiado' 'para' 'nenaes']",Estándar moral diferente por género
"Vo, eso no es apropiado para mujeres, pues",Igualdad de criterios,micromachismos,dobles_estandares,Chile,familia,"['apropiado' 'para' 'mujeres,' 'pues']",Estándar moral diferente por género
"Fome, está bien en hombres pero en mujeres no",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,citas,"['fome,' 'está' 'bien' 'hombres']",Estándar moral diferente por género
Las morraes no deberían hablar así,Sin importar el género,micromachismos,dobles_estandares,Chile,familia,['morraes' 'deberían' 'hablar'],Estándar moral diferente por género
"Vo, eso está bien para hombres, fome",No hay diferencia por género,micromachismos,dobles_estandares,Chile,pareja,"['está' 'bien' 'para' 'hombres,']",Estándar moral diferente por género
Eso lo hacen hombres weón,La misma regla para todos,micromachismos,dobles_estandares,Chile,calle,['hacen' 'hombres' 'weón'],Estándar moral diferente por género
"Si un hombre sale tarde trabaja si una mujer, cachai",Igualdad de criterios,micromachismos,dobles_estandares,Chile,redes_sociales,['hombre' 'sale' 'tarde' 'trabaja'],Estándar moral diferente por género
"Vo, eso lo hacen hombres, porque",Sin importar el género,micromachismos,dobles_estandares,Chile,social,"['hacen' 'hombres,' 'porque']",Estándar moral diferente por género
"Bacán, un hombre ambicioso es exitoso una mujer egoísta bacán",Sin importar el género,micromachismos,dobles_estandares,Chile,citas,"['bacán,' 'hombre' 'ambicioso' 'exitoso']",Estándar moral diferente por género
"Cachai, un hombre ambicioso es exitoso una mujer egoísta, vo",Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,calle,"['cachai,' 'hombre' 'ambicioso' 'exitoso']",Estándar moral diferente por género
"Wn, eso lo hacen hombres po",Igualdad de criterios,micromachismos,dobles_estandares,Chile,educativo,['hacen' 'hombres'],Estándar moral diferente por género
"Las mujeres deberían ser discretas, mira",Sin importar el género,micromachismos,dobles_estandares,Chile,calle,"['mujeres' 'deberían' 'discretas,' 'mira']",Estándar moral diferente por género
"Si un hombre sale tarde trabaja si una mujer, weón",La misma regla para todos,micromachismos,dobles_estandares,Chile,calle,['hombre' 'sale' 'tarde' 'trabaja'],Estándar moral diferente por género
"Un hombre con experiencia interesante una mujer, bacán",El mismo estándar,micromachismos,dobles_estandares,Chile,citas,"['hombre' 'experiencia' 'interesante' 'mujer,']",Estándar moral diferente por género
"Eso no es de señoritas, pues po",La misma regla para todos,micromachismos,dobles_estandares,Chile,educativo,"['señoritas,' 'pues']",Estándar moral diferente por género
Un hombre con experiencia interesante una mujer cachai,No hay diferencia por género,micromachismos,dobles_estandares,Chile,pareja,['hombre' 'experiencia' 'interesante' 'mujer'],Estándar moral diferente por género
Las nenaes no deberían hablar así wn,El mismo estándar,micromachismos,dobles_estandares,Chile,redes_sociales,['nenaes' 'deberían' 'hablar'],Estándar moral diferente por género
"Fome, no es femenino",No hay diferencia por género,micromachismos,dobles_estandares,Chile,familia,"['fome,' 'femenino']",Estándar moral diferente por género
"Po, no es femenino",No hay diferencia por género,micromachismos,dobles_estandares,Chile,citas,['femenino'],Estándar moral diferente por género
"Wn, no es femenino, porque",La misma regla para todos,micromachismos,dobles_estandares,Chile,citas,"['femenino,' 'porque']",Estándar moral diferente por género
Está bien en hombres pero en mujeres no weón,No hay diferencia por género,micromachismos,dobles_estandares,Chile,familia,['está' 'bien' 'hombres' 'pero'],Estándar moral diferente por género
Una mujer no debería comportarse así po,No hay diferencia por género,micromachismos,dobles_estandares,Chile,social,['mujer' 'debería' 'comportarse'],Estándar moral diferente por género
"Fome, un hombre seguro atractivo una mujer agresiva bacán",Igualdad de criterios,micromachismos,dobles_estandares,Chile,pareja,"['fome,' 'hombre' 'seguro' 'atractivo']",Estándar moral diferente por género
Las mujeres deberían ser discretas bacán,El mismo estándar,micromachismos,dobles_estandares,Chile,social,['mujeres' 'deberían' 'discretas' 'bacán'],Estándar moral diferente por género
"Weón, las mujeres deberían ser discretas",Igualdad de criterios,micromachismos,dobles_estandares,Chile,redes_sociales,"['weón,' 'mujeres' 'deberían' 'discretas']",Estándar moral diferente por género
"Wn, eso no es apropiado para mujeres",No hay diferencia por género,micromachismos,dobles_estandares,Chile,redes_sociales,['apropiado' 'para' 'mujeres'],Estándar moral diferente por género
Si un hombre sale tarde trabaja si una mujer cachai,Todos tienen los mismos derechos,micromachismos,dobles_estandares,Chile,citas,['hombre' 'sale' 'tarde' 'trabaja'],Estándar moral diferente por género
Yo subo tú espera,¿Necesitas algo?,sexismo_benevolente,caballerosidad_condescendiente,Chile,laboral,['subo' 'espera'],Protección que limita autonomía
"Bacán, yo lo hago es pesado para ti",¿Dividimos la cuenta?,sexismo_benevolente,caballerosidad_condescendiente,Chile,pareja,"['bacán,' 'hago' 'pesado' 'para']",Protección que limita autonomía
