"Texto","Sarcasmo"
"Fingimientos","0"
"Julio Iglesias planta veinte mil árboles y publica novecientos libros","1"
"Torra dice que no dialogará con Sánchez hasta que no se hayan bebido juntos tres botellas de ratafia","1"
"Las mujeres toman el poder en México","0"
"Los bebés españoles empiezan hoy las pruebas de acceso a la guardería","1"
"Cuevas del Becerro pide a la Junta que adquiera una laguna en su entorno para su puesta en valor","0"
"Sotheby’s está rifando una hostia","1"
"Debemos apurarnos. Nuestra reserva es a las siete.","0"
"Análisis de la sentencia del Supremo en el primer litigio climático en España","0"
"Una muñeca hinchable leerá el pregón en las fiestas de Magaluf","1"
"Colm Tóibín, escritor: “El cáncer no me enseñó nada. No hace falta estar enfermo para entender que la vida es efímera”","0"
"Un concursante de OT, empeñado en versionar la canción “Tu coche, Milanuncios”","1"
"Rajoy entrará en un programa de protección de testigos tras declarar en el juicio de la Gürtel","1"
"Búsquedas más frecuentes en Google durante 2016","1"
" Aún así, tú siempre recibes las nalgadas.","1"
"Babekyou versus Ti Gabriel","0"
"Els catalans «millennials» comencen a substituir els calçots per Calippos","1"
"Audiencias: Mariló Montero presenta La Misa de La 2","1"
"El catedrático Francisco J. Tinahones, premio al mejor investigador senior de diabetes de España","0"
"Anne Rice, fallecida el sábado, anuncia una nueva entrega de la saga Crónicas Vampíricas que espera publicar de aquí a dos o 400 años","1"
"Un tribunal del Ciadi condena a Perú a indemnizar a ACS y FCC por sobrecostes y daños en el metro de Lima","0"
"Un conductor toca el claxon compulsivamente para comunicar su descontento con el estado actual del tráfico pese a que no sabría cómo organizarlo de otra manera","1"
"Repasemos. Te involucras con una mujer mayor que es protectora, cariñosa y sensible, te sientes muy seguro con ella y no has tenido sexo. ¿De qué tipo de personaje en tu vida te sugiere eso?","0"
"¿Está tu casa preparada para guardar los cuatro millones de euros del Gordo?","1"
"La Audiencia de Valencia reabre la causa contra la exvicepresidenta Mónica Oltra","0"
"Cataluña vacunará en octubre a los bebés contra la gripe y el virus de la bronquiolitis","0"
"Residuos sólidos, alias basuras.","0"
"Susana Díaz no descarta pactar con Vox para que no gobierne el PP","1"
"Comparador de vuelos baratos acaba convenciéndote de que te quedes en casa","1"
"Kant, el big data y Rajoy","0"
"Está. Está molesto conmigo.","0"
"Comparativa: Nuevo Santiago Bernabéu vs. Pabellón Municipal de Motilla del Palancar","1"
"El precio del barril de petróleo se fija en tres abrazos","1"
"¿Cómo influye pasar tiempo con perros en nuestro cerebro?","0"
"Populares y socialistas pactan evitar conflictos en la gestión de residuos","0"
"India como solución a la medicina mundial","0"
"Las frases «off the record» de Suárez durante la entrevista no emitida con Victoria Prego","1"
"Una fuga de gas del Bernabéu obliga a los madrileños a recogerlo en bolsas para devolvérselo al señor Florentino Pérez","1"
"La sentadilla: manual de instrucciones de un ejercicio básico","0"
"Junqueras-Rovira, un divorcio político que puede salir muy caro","0"
"Principales logros de Trump un año después de su elección","1"
"“El teléfono al que llama no está disponible en este momento” será el lema del PSOE para las Generales","1"
"Los cinco pisos estrella regalados por los Reyes Magos este año","1"
"Así es la realidad virtual que ayudó a recuperar al mejor Courtois","0"
"La Justicia obliga a Rodrigo Rato a prestar servicios a la comunidad presidiendo el Gobierno","1"
"¿Qué son y cómo funcionan los paraísos fiscales?","1"
"El temporal obliga a los vascos a ponerse la camiseta","1"
"Apple: “No hay WiFi, hablen entre ustedes”","1"
"La banda ancha española solo está por encima de la media europea en precio","0"
"¿Por qué ha de ser una emergencia? Tal vez solo quería venir.","0"
"Un error en el “teleprompter” obliga a Matías Prats a informar de que Windows debe cerrarse","1"
"Miles de apolíticos, de personas que no son ni de izquierdas ni de derechas, han votado a Vox en las elecciones de Castilla y León","1"
"Así llegó la fibra óptica al círculo polar ártico","0"
"¿Está bien? Pareciera estar bien.","0"
"Cinco chalés madrileños a cuatrimilésima septuagentésima quincuagésima línea de playa","1"
"¿Por qué hay un gran catamarán fondeado frente a la playa de Huelin?","0"
"El Consejo de Juventud afirma que ""los problemas de salud mental son problemas sociales""","0"
"Marina Herlop, música: “Cuando compongo, siento que cumplo órdenes”","0"
"La espiral de precios de la vivienda","0"
"Bioconstrucción sostenible desde el Valle del Genal","0"
"Bruce Hood, psicólogo: “La felicidad focalizada en uno mismo tiene poco recorrido”","0"
"Hacienda ya ha decidido dónde va a colocar los seis balones de oro de Messi","1"
"Miles de peces muertos en un rio de Tianjin","0"
"Amarga Navidad para los venezolanos","0"
"Mucho colágeno en una jornada futbolística de incertidumbres","1"
"Aléjese.","0"
"El City fue un vendaval para el Bayern de Múnich","0"
" ¿Una vendedora que te dice Hombre Mono?","0"
"GP de Canadá de F1: horario y dónde ver la carrera en TV","0"
"La subcampeona olímpica de Taekwondo Adriana Cerezo da un recital en Málaga","0"
"Fuengirola town hall to stage intercultural party for residents in Torreblanca","0"
"Una granja es avisada de la llegada de Jordi Évole y tira todos sus cerdos por el retrete","1"
"Esther González, el sueño americano del fútbol español","0"
"El Comisionado de Salud Mental buscará los «determinantes sociales» de los trastornos psíquicos","0"
"Un niño deja caer la tableta durante una videollamada provocando lesiones a media familia","1"
"Cuatro estaciones de esquí que desafían el cambio climático sin cañones de nieve (por ahora)","0"
"Oh, claro, porque ahorrar es facilísimo cuando todo es tan barato... o no.","1"
"8 de cada 10 personas que va a terapia se conformaría con tener el valor de devolver los platos equivocados en los restaurantes","1"
"Desarticulan una banda criminal en Cuevas de San Marcos: detienen a seis personas por robos en viviendas","0"
"Los pacientes que recibieron cuidados intensivos necesitan un control permanente","0"
"Un señor toca un cuadro del Museo del Prado y ahora lo tendrá que comprar","1"
"Pedro Sánchez anula su viaje a la cumbre del G-20 tras contraer de nuevo covid","0"
"Implacable ‘pole’ de Sainz en el GP de Singapur","0"
"‘Newsletter’ a la ciudadanía","0"
"Nietzsche, el pensador que no cesa","0"
"San Fermín sigue la estela de Marvel y anuncia el primer encierro con toros homosexuales","1"
"¿Quieres saber qué actores españoles tienen problemas con Hacienda? ¡Mira el nuevo anuncio de Campofrío!","1"
"Llega la nueva dimensión tecnológica del reciclaje","0"
"La otra Rosa Parks quiere limpiar su memoria","0"
"¿Dónde dejamos a cada personaje de ‘Juego de tronos’?","1"
"Ricardo Jurado sale victorioso del Nacional de Saltos","0"
"Hallan en Córdoba restos de un elefante que pudo batallar con Aníbal o Julio César","0"
"¿Por qué la comida del hámster de mi hija es más cara que sus cereales?","0"
"Por qué hay que hacer la Ruta 66 al menos una vez en la vida","0"
"Las procelosas aguas políticas sobre la salubridad del río Pisuerga en la playa de Valladolid","0"
"La OTAN definirá como “irreversible” el camino de Ucrania a la Alianza","0"
"Rincón apuesta por una renovación tecnológica en los servicios sociales","0"
"¿En serio? Mi hermano dijo que sí.","0"
"Gaza, València, Europa","0"
"Pedro Sánchez supera el test de la revista Cosmopolitan para presidir el Gobierno","1"
"El juez impulsa la investigación contra Begoña Gómez con la citación de seis testigos","0"
"La última noche de Martin Luther King","0"
"Ebro Foods vende el negocio de pasta Panzani a CVC Partners por 550 millones","0"
"Sergio Ramos diseñará el nuevo estadio Santiago Bernabéu","1"
"Conceden el Nobel de Economía al español que logró cobrar el ERTE","1"
"El próximo videojuego de la saga de Zelda será protagonizado por primera vez por la princesa que le da nombre","0"
"La educación a distancia permite a los profesores comprobar que, efectivamente, los perros se comen los deberes de los niños","1"
"Los amigos de Almeida y de su prometida no encuentran árboles en los que colgar los carteles de «estos locos quieren casarse»","1"
"Cuelgan 5.067.918 banderas en la fachada del Ayuntamiento de Barcelona","1"
"Los europeos, sentados sobre un volcán","0"
"La Filarmónica de Viena ficha a una botella de Anís del Mono","1"
"Un emocionado director de ventas comprende al fin el auténtico valor de la Navidad","1"
"La selección ya suda en Málaga con la vista puesta en el Preolímpico","0"
"Adiós a las cuarentenas para los asintomáticos y los casos leves de coronavirus desde este lunes, 28 de marzo","0"
"Tienes que marcharte.","0"
"El PSOE se desmarca de la izquierda y acepta estudiar penas más graves por hurtos reincidentes","0"
"“Que si ‘Carglass cambia’, que si ‘Carglass repara’, pero nunca es ‘¿Cómo estás, Carglass?’”, se queja Carglass","1"
"Talar el árbol de Navidad para construir un parking en tu salón y otros consejos navideños para tu casa","1"
"Andalucía incorporará la IA en el desarrollo de su parque público de vivienda","0"
"Buenos Aires recuerda a Ayala","0"
"El Papa reclama sofocar «un mundo en llamas»","0"
"Messina, en Marbella, creatividad y técnica en mayúscula","0"
"La organización criminal secreta SPECTRE amenaza la gala de los Oscar por la nominación de la película de James Bond","1"
"Armani lanza una colección inspirada en las pintas que llevas en verano","1"
"La dirección del PP se abre a pactar el Poder Judicial pero teme el rechazo del ala dura","0"
"Me gusta cómo los personajes evolucionan a lo largo de la serie.","0"
"Un contenedor del Paseo de Gracia de Barcelona consigue su segunda estrella Michelin","1"
"¿Está tu casa preparada para la llegada del coronavirus?","1"
"‘Matar es fácil’: No tomarás el nombre de Agatha Christie en vano","0"
"Guillermo de Orange “desconocía” que el rapero con quien se encontró en Atlanta fue condenado por abusos","0"
"Cae una banda con base en Leganés muy especializada en ciberestafas suplantando entidades","0"
"‘Los delincuentes’: una película de atracos esculpida en el tiempo de la calma","0"
"Cosas que crees que le gustan a tu perro, pero no","1"
"Nada como esperar a que todos decidan qué hacer... otra vez.","1"
"No te dejes a nadie: ¿Con quién debes compartir las noticias importantes de tu vida?","1"
"La Seguridad Social atenderá primero a los que griten más fuerte","1"
"Las agencias de viajes se limitarán a vender un fondo verde para que sus clientes puedan incrustar su imagen en cualquier lugar del mundo","1"
"Detienen a un incendio por quemar la bandera de España","1"
"Qué emocionante es cuando todo el mundo dice que el amor lo puede todo, pero nunca lo demuestra.","1"
"San Telmo acoge este lunes una conferencia del reconocido psiquiatra Enrique Rojas","0"
"Cómo declarar la vivienda en la Renta tanto si eres inquilino como si eres propietario","1"
"Evacuan a un niño de 5 años tras rescatarlo de la piscina municipal con signos de ahogamiento en Benahavís","0"
"Los personajes de esta serie tienen un desarrollo impresionante.","0"
"Oh, See! Málaga ultima los preparativos de su quinta edición","0"
"Argentina da el 'campanazzo'","0"
"Un hombre asume que cuando termine la cuarentena tendrá que aprender de nuevo cómo aguantarse los pedos","1"
"He buscado asesoría financiera para mejorar mi estrategia de ahorro.","0"
"Los Mundiales de Natación de Fukuoka ponen a prueba la revolución de Popovici","0"
"El Ayuntamiento inicia la renovación de 150 vehículos para la delegación de Limpieza y Residuos Sólidos Urbanos","0"
"Riki Centurión: Velocidad, desequilibrio y espectáculo","0"
"Una banda de óvulos atraca un banco de semen y se lleva mil millones de espermatozoides","1"
"La policía india detiene a tres sospechosos de  los atentados de Bombay","0"
"Una república catalana permitiría a la Generalitat adquirir un dominio propio y abandonar Geocities","1"
"Kleenex paraliza el lanzamiento de los nuevos pañuelos rojigualdos","1"
"Fiscales al pie de la letra","0"
"Vale, creo que me sentaré aquí.","0"
"Los mejores auriculares para hacer ‘streaming’","0"
"El “Executive Vice President” de la empresa acaba de salir del baño sin lavarse las manos","1"
"El fin de semana pasado salí con mis amigos y la pasamos genial.","0"
"El huracán Taylor Swift deja España tras dos noches de éxtasis multitudinario","0"
"Las mujeres que defienden la selva desde las favelas de Río de Janeiro","0"
"Nadie escribe el nombre de Pogacar en la nieve","0"
"Los sueldos de los banqueros","0"
"Comer alimentos ultraprocesados aumenta el riesgo de que esté todo buenísimo","1"
"Así funciona la (no) vacuna que promete acabar con la epidemia de los bebés, la bronquiolitis","0"
"Los 1.000 Quijotes de Xalambrí, el uruguayo que dedicó su vida a Cervantes","0"
"Sopa de Letras clásica: 19 de junio de 2024","0"
"España se libra de un procedimiento por déficit excesivo de Bruselas","0"
"Saber hacer resúmenes, clave para el éxito académico","0"
"Forges añade en sus viñetas la frase «No te olvides del PSOE»","1"
"Walking at dizzying heights","0"
"Pide a un taxista que le lleve por el camino más corto y llega al destino dos años y medio después","1"
"La banca rural dará servicios más digitales con la nube híbrida de IBM","0"
"Sorprenden a una abuela en el baño haciéndose una faja","1"
"“Buenas noches. Control de armas y drogas”: así es el blindaje policial contra el crimen organizado en Marbella","0"
"‘Method dressing’ o cómo la trama de las películas se ha ido adueñando de los estilismo en las alfombras rojas","0"
"Diez cosas que nunca debes decirle a tu casero si quieres que te baje el alquiler","1"
"Un ciclón causa 41 muertos en Brasil","0"
"Polideportivo malagueño: El UMA Antequera se despide del ascenso directo a Primera","0"
"Los municipios catalanes renuncian a crear nuevas plazas de guardería con fondos europeos por las trabas burocráticas","0"
"Las lluvias provocan al menos 95 muertos en Río de Janeiro","0"
"Presentación de 'Antonio y Cleopatra' en el Festival de Mérida","0"
"Málaga, en aviso amarillo este sábado por calor","0"
"Joan Peñarroya, nuevo entrenador del Barcelona de baloncesto","0"
"Mariano Rajoy entra en pánico al recordar que es presidente de un país","1"
"La vida cada día está más cara","0"
"La carga inalámbrica del móvil es mucho más rápida ahora, pero quizá no lo suficiente","0"
"McDonald’s ofrecerá un menú premium que habrá sido cocinado en otro sitio","1"
"El jefe suelta una charla motivacional pero es la cocaína la que habla","1"
"Xavi, en su primera rueda de prensa tras su despido del Barcelona: “No imaginaba este final”","0"
"Al actor de Pinocho le crece la nariz después de asegurar en una entrevista que la película es muy buena","1"
"Los alumnos españoles suspenden en besos con lengua, según el informe PISA","1"
"Tras superar un grado de formación, un pájaro carpintero pasa a ser un pájaro técnico especialista en la instalación y el mantenimiento de paneles o módulos solares fotovoltaicos","1"
"Ayuso rectifica el proyecto de reforma del hospital de La Paz cinco años después de su anuncio y tras presentarlo dos veces","0"
" Porque iré con Chelsea y quiero saber en lo que me metí.","0"
"El precio de la gasolina acumula un encarecimiento del 10% en 2024","0"
"Un okupa al que le ha ido bien busca una casa más grande que okupar y en la que formar una familia","1"
"Otro terremoto por diversión","0"
"Unidas Podemos pedirá en el Congreso la retirada de condecoraciones a dictadores","0"
"El UMA Antequera, ante la cita clave del curso en la final de la fase de ascenso","0"
"El Hospital Costa del Sol impulsa un Programa de Rehabilitación Respiratoria para pacientes con EPOC","0"
"‘Dim Sum’ de lujo en Donosti","0"
"Los mexicanos desarrollan piernas de seis metros para saltar el muro de Trump","1"
"El rey emérito viaja a Vitoria por razones médicas antes de volver a Abu Dabi","0"
"El Tribunal de Cuentas declara visto para sentencia la causa contra los líderes del ‘procés’","0"
"San Sebastián cierra la puerta al surf en uno de los pulmones verdes de la ciudad","0"
"¿A qué le tienes miedo?","0"
"Greenpeace entrega un informe de 300 hojas a cada habitante para concienciar sobre la deforestación","1"
"Dentro de Van Gogh","0"
"Galileo Galilei, música y humor a diario","0"
"¿Oh, cómo estás, señor Alan?","0"
"Los mejores filtros purificadores de agua","0"
"Primera pastilla anticovid para que los contagiados vuelvan a tener gusto y olfato","0"
"Comparativa: Ver “The King’s Man: La primera misión” Vs. Ver cualquier otra película por la que no nos pagan por hacer publicidad","1"
"Los especialistas en medicina preventiva apoyan a los MIR en su enfrentamiento con Sanidad","0"
"Tres casas para tres genios en la campiña inglesa","0"
"Superman López, suspendido cuatro años por dopaje","0"
"Big Mac Tacos: ¿está bueno el híbrido de taco y hamburguesa que triunfa en las redes?","0"
"¿Qué resuelve eso?","0"
"Audiencias: Ana Rosa Quintana lee un precioso alegato feminista escrito por un hombre del equipo","1"
"No hay que obsesionarse con la deuda pública","0"
"La radical ley británica contra el tabaco: las nuevas generaciones no podrán comprarlo ni cuando sean adultos","0"
"Advertencia climática","0"
"Ya no necesitarás esto.","0"
"El muñeco de tu habitación que te ha visto masturbarte pide asilo político en otro domicilio","1"
"Unos creacionistas apalean a un pez que trataba de salir del agua","1"
"El loro: el sicario de la naturaleza","1"
"Agricultores del Guadalhorce se quedan sin agua: más de 2.000 hectáreas afectadas por averías tras una semana de riego","0"
"Don Juan Carlos I dirigirá El Jueves","1"
"España llama a consultas a su embajadora en Tokio en respuesta a un maki de salmón que le sentó mal a Begoña Gómez el pasado sábado","1"
"Cine, cocina, deportes, cuentacuentos y excursiones, en el programa 'Summer 2024' de Vélez-Málaga","0"
"Unos padres obligan a su hija a repetir curso para ahorrarse los nuevos libros de texto","1"
"El brutal ataque de un patito de goma vuelve a humillar a los piratas del barco de Playmobil","1"
"El escándalo de Correos en Reino Unido","0"
"Que no quede ni una célula con vida en todo el planeta","1"
"Las medidas de seguridad que ahora son obligatorias","0"
"Descubren que los vikingos ya vivían en tu casa hace mil años","1"
"Menú semanal de El Comidista (3 a 9 de septiembre)","0"
"Ah, sí, porque salir en grupo es la mejor forma de relajarse.","1"
"Una sorpresa para Europa: el mundo está cambiando","0"
"El mayor reto de Osaka: volver a reinar tras ser madre y triunfar por primera vez sobre la tierra batida","0"
"La 'rebelión' de la malagueña Patricia Soler","0"
"Una mujer descubre a los 32 años que es zurda y no torpe","1"
"Mis amigos y yo solemos hacer reuniones en nuestras casas para cenar juntos.","0"
"Evolución de un titiritero en la cárcel","1"
"Cómo volver a socializar tras la pandemia","1"
"El Málaga dispone ya de licencia y seguirá de inmediato con las obras de La Academia","0"
"Fallecen al menos 16 personas tras la explosión de un depósito de combustible en el norte de Yakarta","0"
"Disponible en España un nuevo tratamiento alternativo para pacientes de colitis ulcerosa","0"
"Gerva el incómodo","0"
"La fama puede ofrecer oportunidades para colaborar con otros artistas y profesionales.","0"
"Espías, desnudos y escándalo: Helmut Newton en el convulso Berlín del siglo XX","0"
"Una adolescente, a punto de provocar una “hecatombe boomer” en Twitter al preguntar “quién es Monty Python”","1"
"Trump incorpora a Abascal a su campaña electoral: «Pronto serás el número uno en España»","0"
"Lay’s esperará un millón de años a que las papilas gustativas del ser humano evolucionen para vender sus nuevos sabores todavía no cognoscibles","1"
"Vintae: el azote de los (cada vez más numerosos) esnobs del vino","0"
"Albert Rivera responde la carta de Mariano Rajoy con otra misiva escrita con su sangre","1"
"«Compré entradas para Springsteen hace un año y me dije 'ojalá no pueda ir por la Eurocopa'»","0"
"Más potencia y autonomía eléctrica","0"
"Las altas de telefonía móvil cayeron a la mitad en noviembre","0"
"Una máquina de «vending» logra al fin su primer papel de actriz en una serie","1"
"El nuevo billete de cinco libras será de plástico","0"
"Comparativa: el Parque Natural de Doñana vs. una cajita de 23 fresas","1"
"«Comisaría de Les Corts: Las mejores denuncias por robo de Barcelona»","1"
"Siete tablas hinchables con las que iniciarse en el paddle surf y divertirse sobre el agua","0"
"Hace calor","1"
"Gürtel se desploma en Bolsa tras la condena a varios de sus directivos","1"
"Se queda dormido con las lentillas puestas y consigue ver de lejos en sus sueños","1"
"Rubén Blades o el son de altura","0"
"Ikea responde a Podemos vendiendo una figura de madera de Pablo Iglesias","1"
"Nace Suena SUR, la web que recoge toda la agenda de música en directo de Málaga","0"
"Audiencias: Cuatro lleva una semana celebrando la Champions del Real Madrid","1"
" Porque le pagas a un desconocido para ver cómo tu vida se va a poner junto con tu dinero y tu casa y tu auto y lo último que te queda de dignidad.","0"
"Logra escapar de la cárcel corriendo como un loco y gritando «¡Pasooo, pasooo, que me estoy cagandooo!»","1"
"La justicia paraliza los aparcamientos y el túnel del Bernabéu por “falta de interés público”","0"
"A partir de qué edad pueden tomar café los niños","0"
"El paisajista y escritor Marco Martella se mete en el jardín de Emily Dickinson","0"
"Tres webs de viajes para 2014","1"
"Cae en Rumanía el ciberdelincuente más buscado de la historia de España","0"
"Un astrónomo, obligado a seguir estudiando la estrella a la que puso el nombre de su exmujer","1"
"Nosotros los introvertidos","0"
"Una amiga de tu madre cree que es una pena que seas homosexual con lo guapo que eres","1"
"Un juzgado abre diligencias al Gobierno balear sobre la reclamación de mascarillas a la trama Koldo","0"
"Los funcionarios españoles celebran el Día sin Bañador en la Administración Pública","1"
"España, plata en el Europeo de waterpolo","0"
"‘Platón de Atenas’, de Robin Waterfield: el oro del pensador que sacó la filosofía de  la pobreza","0"
"¿Quién financia a los partidos europeos? El 70% de las donaciones se ocultan al público","0"
"La hazaña de Ester Ledecka: campeona mundial de snowboard y oro olímpico en esquí","0"
"Jornadas de Medicina Preventiva Hospitalaria, en Granada","0"
"La buena muerte de Napoleón Bonaparte","0"
"Cancelan una merienda feminista porque no pueden abrir el bote de la mermelada","1"
"Por qué hay cada vez más casos de dengue y virus del Nilo en España","0"
"Milán, una ciudad de negocios con mucho arte","0"
"Los aficionados del Real Madrid reclaman la destitución de Zidane tras dos días sin ganar la Champions","1"
"El jefe de Recursos Humanos de la Gerencia de Urbanismo se va... en medio de la reestructuración","0"
" No puedo, porque intento decidir si nos compramos una Xbox One o una PS.","0"
"Lee Marvin en sus 10 mejores películas","0"
"Muere Henry Ford, nieto del fundador del imperio del automóvil","0"
"La cocaína no es una alternativa al azúcar tan saludable como se creía","1"
"Los Beach Boys eran dos bandas y eran únicos","0"
"Instantánea.","0"
"El pensamiento positivo, a examen en el ciclo literario 'La palabra contada'","0"
"El Gobierno estudia “alternativas” para renovar el Consejo del Poder Judicial sin el PP tras 2.000 días de bloqueo","0"
"El exfutbolista Arda Turan acepta un año por fraude fiscal pero no entrará en prisión","0"
"Me gusta cuando nos reunimos todos los amigos que no nos vemos tan seguido.","0"
"¿Ya has decidido qué muebles serán tus padres, tus abuelos y tus primos? Prepara tu casa para estas Navidades","1"
"El mejor arte budista se da cita en Ámsterdam en medio de acusaciones de abusos","0"
"Una visita virtual a un piso de Idealista gana el Festival Internacional de cine de San Sebastián","1"
"El periodista García Ferreras se tatúa en directo los primeros resultados del escrutinio electoral","1"
"La Feria del Libro de Madrid en 2025 estará centrada en Nueva York","0"
"Falafel de altramuces y habas frescas","0"
"Fin de época en Sudáfrica","0"
"Primero, el teléfono no sirve. Hay que arrodillarse en persona. La humillación es un medio visual. Paso siguiente, lleva un regalo. Pero sin olvidar que cualquier obsequio puede estrellarse contra tu cara. Flores, lencería, joyas, buenos marcos, wafleras, cuchillos no mucho.","0"
"Paleontólogos afirman que la ausencia de huellas en la región del África Meridional indica que los dinosaurios usaban lejía Estrella","1"
"¿Inspiración Navideña? Los regalos con los que triunfarás estas fiestas (y dónde encontrarlos)","0"
"La comunidad de murciélagos elige a su nuevo Batman","1"
"Detenido el conductor que atropelló presuntamente a un menor en Valencia y se fugó","0"
"Un conductor de autobús lleva trabajando 50 horas seguidas porque el botón de «parada solicitada» no funciona","1"
"Íñigo Errejón dimite tras reconocer que una vez obtuvo una Matrícula de Honor pero su nota era sólo de 9,4","1"
"La fiebre del Virus del Nilo se adelanta en Andalucía: Anecpla alerta de un posible aumento de casos","0"
"El mejor taco de España se hace en Castellón, cuesta 3,20 euros y lo cocina un chef ecuatoriano","0"
"Un banco pierde miles de millones de euros por ayudar a un anciano a pagar la contribución","1"
"Cuatro heridos en el derrumbe de una obra en una estación de autobuses de Mallorca","0"
"Fenómeno fan: la ciencia que hay detrás de la veneración por Coldplay o Taylor Swift","0"
"Detienen a un bebé loco que planeaba disparar con flechas a los ciudadanos","1"
"El Gobierno admite que no ha logrado cerrar los locales de Codere ni en estado de alarma","1"
"“La única manera de presidir uno de los bancos más importantes del mundo es mediante la disciplina, el trabajo duro y heredándolo”","1"
"Diez cosas que no sabías de «2001: Una odisea en el espacio»","1"
"Guía de ciberataques: todo lo que debe saber el usuario para combatirlos","0"
"El tiempo, el clima y el riesgo del partidismo","0"
"El próximo reto de Carlos Alcaraz pasa por Canadá","0"
"La jueza imputa por simulación de delito al lotero de Lugo que denunció el robo de 400.000 euros","0"
"Ribera celebra la adopción de la ley de biodiversidad","0"
"Más plazas públicas en FP","0"
"Bien.","0"
"¿En qué habitación de tu casa es mejor alojar la hoguera si vives en Barcelona?","1"
"Golpe electoral de los ultras a la UE","0"
"Bruno Oro presenta ‘Ai ai ai’","0"
"2 de cada 3 españoles se desmayan al intentar hablar en inglés","1"
"Los dentistas recuerdan que es importante dejar de comer pollo asado durante el cepillado dental","1"
"El jefe recuerda que la cena de empresa no es obligatoria y que quien lo prefiera también puede quedarse en casa y perder el trabajo","1"
"Bruselas ajusta las cuentas en busca de dinero para armas","0"
"¿Educación Ambiental? «De poco sirve si la sociedad no está concienciada con la protección del medioambiente»","0"
"El gobierno de Rajoy gana un premio de «impro»","1"
"El Debate sobre el Estado de la Nación se celebrará en formato “Roast”","1"
"Vale, vale. ¿Y lo romántico donde está?","0"
"La historia del sexo anal: de pecado capital a una práctica normalizada","0"
"Este juego es popular para los autistas.","1"
"En un arrebato de alegría, un contable usa alegres colores en sus celdas de Excel","1"
"Alejandro Davidovich agota a Shang","0"
"Dos de cada tres españoles creen que saben hablar italiano","1"
"El Barça realiza su mayor gesta en el Bernabéu: conseguir que Vinícius parezca bueno","1"
"La ilusión de recibir el desayuno en la cama se convierte en infierno al intentar comérselo sin mancharlo todo","1"
"Shilpa Gupta, arte para saltar los controles fronterizos","0"
"La FP tiene una empleabilidad superior a la media, 14 puntos más que quien se quedó en ESO","0"
"Linarejos Moreno, la belleza en una inmensidad de datos","0"
"Una opositora ha resumido el temario completo de las oposiciones a Administrativo del Estado en 17.000 bailes de TikTok","1"
"El Mundo Today ofrece una suscripción mensual para los antivacunas que no quieran pagar todo el año si creen que no lo van a poder terminar","1"
"El Bajío, nuevo local en Madrid de la cocinera Titita Ramírez, leyenda de la cocina mexicana","0"
"Nos encanta descubrir nuevos cafés cuando salimos con amigos.","0"
" Es alucinante que os tragaseis que era un puma.","0"
"Carolina Marín, reina hegemónica de Europa","0"
"Un marcapasos y un desfibrilador ‘hablan’ sin cables para salvar de la muerte súbita","0"
"Kevin Costner cuenta que se comportó como el guardaespaldas real de Whitney Houston durante el rodaje del icónico filme: “Le hice una promesa”","0"
"Un año después de la tragedia de Melilla todo sigue igual","0"
"Coals to Newcastle","0"
"Patrick Mahomes derrota a San Francisco en la Super Bowl con una prórroga épica (22-25)","0"
"Un cantante pregunta a sus fans por qué siempre le ofrecen fuego en sus conciertos","1"
"La DGT aclara el tipo de gafas que no están recomendadas para conducir: son de las más usadas en España","0"
"Pincha y corta | Niente Male: La mejor pizza carbonara de Málaga capital","0"
"Tal vez el señor ayuda nos dio a ambos lo que realmente queríamos porque yo estaba celosa de que tú y Morty siempre salieran. Y no notabas lo mucho que valorabas mi aprobación.","0"
"Hola, cariño.","0"
"El sumario destapa la ofensiva fiscal para intentar acabar con la causa contra Begoña Gómez","0"
"Una relación amorosa crece cuando ambos trabajan juntos por el bienestar común.","0"
"Las aseguradoras cruzarán datos con Dios para saber cuándo morirán sus clientes","1"
"Qué debe hacer el inquilino si el propietario no quiere cobrarle el alquiler","1"
"El tiempo en Málaga, Andalucía. Vaguada retrógrada, que traerá frio polar y probables lluvias.","0"
"Estás exagerando.","0"
"Lagos de larga existencia revelan la historia del agua en Marte","0"
"Cinco fiestas navideñas que no te puedes perder","1"
"El Papa destituye a un obispo por rascarse la espalda con el brazo incorrupto de Santa Teresa","1"
"Arrestan a dos ladrones que se disfrazaban de turistas, albañiles o pintores para desvalijar casas en Málaga","0"
"Quién se ocupa de gestionar los residuos minoritarios","0"
"Las 25 frases más míticas de Mariano Rajoy durante su presidencia del Gobierno","1"
"El 90% de los españoles echa de menos a su teléfono cuando lo tiene cargando en otra habitación","1"
"Archidona acogerá el Campeonato Provincial de Málaga de Tenis de Mesa con más de 100 participantes","0"
"Rosalía, la catalana que inventó el flamenco","1"
"La Italia de Spalletti debate sobre fútbol y videojuegos","0"
"El rol de 'influencer' de los deportistas aumenta el interés por París 2024","0"
"Cosas que hacer en la tributación autonómica","0"
"Aurioles y Mateo debutan con una victoria en China","0"
"Pedro Sánchez no gobernará España por las noches porque le da miedo","1"
"Patrocinar el maltrato a inmigrantes","0"
"Una encuesta revela que Podemos ganaría las elecciones si se celebraran hoy y la gente se molestara en ir a votar","1"
"Acusan al programa de Ana Rosa Quintana de dar voz y blanquear a Ana Rosa Quintana","1"
"Ser famoso permite a las personas dejar un legado duradero en su industria.","0"
"De cómo enseñar a amar la literatura","0"
